"age"	"group"	"cause"	"prop"
51	"S"	"perinatal period"	0
51	"S"	"Congenital malformations"	0.0035
51	"S"	"morbidity"	0.1145
51	"B"	"Infection"	0.0823
51	"B"	"Neoplasms"	0.2557
51	"B"	"Diseases of the blood and blood-forming organs"	0.0108
51	"B"	"Endocrine"	0.0548
51	"B"	"Mental and behavioural disorders"	0.015
51	"B"	"Nervous Disorders"	0.0212
51	"B"	"circulatory"	0.3149
51	"B"	"respiratory"	0.0442
51	"B"	"Digestive"	0.0483
51	"B"	"Musculoskeletal Disorders"	0.0075
51	"B"	"Genitourinary"	0.0263
51	"B"	"perinatal period"	0
51	"B"	"Congenital malformations"	0.0017
51	"B"	"morbidity"	0.1021
51	"W"	"Infection"	0.0405
51	"W"	"Neoplasms"	0.2873
51	"W"	"Diseases of the blood and blood-forming organs"	0.0033
51	"W"	"Endocrine"	0.044
51	"W"	"Mental and behavioural disorders"	0.0195
51	"W"	"Nervous Disorders"	0.0244
51	"W"	"circulatory"	0.2387
51	"W"	"respiratory"	0.0502
51	"W"	"Digestive"	0.0806
51	"W"	"Musculoskeletal Disorders"	0.0052
51	"W"	"Genitourinary"	0.0122
51	"W"	"perinatal period"	0
51	"W"	"Congenital malformations"	0.0041
51	"W"	"morbidity"	0.1757
52	"A"	"Infection"	0.0518
52	"A"	"Neoplasms"	0.1871
52	"A"	"Diseases of the blood and blood-forming organs"	0.0038
52	"A"	"Endocrine"	0.0662
52	"A"	"Mental and behavioural disorders"	0.0388
52	"A"	"Nervous Disorders"	0.0143
52	"A"	"circulatory"	0.2107
52	"A"	"respiratory"	0.0577
52	"A"	"Digestive"	0.1509
52	"A"	"Musculoskeletal Disorders"	0.0076
52	"A"	"Genitourinary"	0.0194
52	"A"	"perinatal period"	0
52	"A"	"Congenital malformations"	0.0025
52	"A"	"morbidity"	0.1749
52	"S"	"Infection"	0.0347
52	"S"	"Neoplasms"	0.4234
52	"S"	"Diseases of the blood and blood-forming organs"	0.0035
52	"S"	"Endocrine"	0.0407
52	"S"	"Mental and behavioural disorders"	0.006
52	"S"	"Nervous Disorders"	0.0139
52	"S"	"circulatory"	0.2639
52	"S"	"respiratory"	0.0259
52	"S"	"Digestive"	0.0473
52	"S"	"Musculoskeletal Disorders"	0.0038
52	"S"	"Genitourinary"	0.0155
52	"S"	"perinatal period"	0
52	"S"	"Congenital malformations"	0.0033
52	"S"	"morbidity"	0.1085
52	"B"	"Infection"	0.0759
52	"B"	"Neoplasms"	0.2632
52	"B"	"Diseases of the blood and blood-forming organs"	0.0104
52	"B"	"Endocrine"	0.0552
52	"B"	"Mental and behavioural disorders"	0.0133
52	"B"	"Nervous Disorders"	0.0212
52	"B"	"circulatory"	0.3201
52	"B"	"respiratory"	0.0449
52	"B"	"Digestive"	0.052
52	"B"	"Musculoskeletal Disorders"	0.0078
52	"B"	"Genitourinary"	0.0266
52	"B"	"perinatal period"	0
52	"B"	"Congenital malformations"	0.0024
52	"B"	"morbidity"	0.0924
52	"W"	"Infection"	0.0401
52	"W"	"Neoplasms"	0.2982
52	"W"	"Diseases of the blood and blood-forming organs"	0.0033
52	"W"	"Endocrine"	0.0441
52	"W"	"Mental and behavioural disorders"	0.0184
52	"W"	"Nervous Disorders"	0.0249
52	"W"	"circulatory"	0.243
52	"W"	"respiratory"	0.0537
52	"W"	"Digestive"	0.0796
52	"W"	"Musculoskeletal Disorders"	0.0049
52	"W"	"Genitourinary"	0.0121
52	"W"	"perinatal period"	0
52	"W"	"Congenital malformations"	0.0038
52	"W"	"morbidity"	0.16
53	"A"	"Infection"	0.0498
53	"A"	"Neoplasms"	0.2037
53	"A"	"Diseases of the blood and blood-forming organs"	0.004
53	"A"	"Endocrine"	0.0678
53	"A"	"Mental and behavioural disorders"	0.0299
53	"A"	"Nervous Disorders"	0.0191
53	"A"	"circulatory"	0.2129
53	"A"	"respiratory"	0.0558
53	"A"	"Digestive"	0.1479
53	"A"	"Musculoskeletal Disorders"	0.0088
53	"A"	"Genitourinary"	0.0199
53	"A"	"perinatal period"	0
53	"A"	"Congenital malformations"	0.0032
53	"A"	"morbidity"	0.1607
53	"S"	"Infection"	0.0381
53	"S"	"Neoplasms"	0.424
53	"S"	"Diseases of the blood and blood-forming organs"	0.0033
53	"S"	"Endocrine"	0.0448
53	"S"	"Mental and behavioural disorders"	0.0056
53	"S"	"Nervous Disorders"	0.0152
53	"S"	"circulatory"	0.2675
53	"S"	"respiratory"	0.0294
53	"S"	"Digestive"	0.0364
53	"S"	"Musculoskeletal Disorders"	0.0081
53	"S"	"Genitourinary"	0.0121
53	"S"	"perinatal period"	0
53	"S"	"Congenital malformations"	0.0025
53	"S"	"morbidity"	0.1035
53	"B"	"Infection"	0.0722
53	"B"	"Neoplasms"	0.2706
53	"B"	"Diseases of the blood and blood-forming organs"	0.0101
53	"B"	"Endocrine"	0.0542
53	"B"	"Mental and behavioural disorders"	0.0143
53	"B"	"Nervous Disorders"	0.0209
53	"B"	"circulatory"	0.3224
53	"B"	"respiratory"	0.0456
53	"B"	"Digestive"	0.0496
53	"B"	"Musculoskeletal Disorders"	0.0081
53	"B"	"Genitourinary"	0.0276
53	"B"	"perinatal period"	0
53	"B"	"Congenital malformations"	0.0023
53	"B"	"morbidity"	0.0871
53	"W"	"Infection"	0.0408
53	"W"	"Neoplasms"	0.3069
53	"W"	"Diseases of the blood and blood-forming organs"	0.0031
53	"W"	"Endocrine"	0.0453
53	"W"	"Mental and behavioural disorders"	0.0174
53	"W"	"Nervous Disorders"	0.0246
53	"W"	"circulatory"	0.2457
53	"W"	"respiratory"	0.0562
53	"W"	"Digestive"	0.0783
53	"W"	"Musculoskeletal Disorders"	0.005
53	"W"	"Genitourinary"	0.0129
53	"W"	"perinatal period"	0
53	"W"	"Congenital malformations"	0.0037
53	"W"	"morbidity"	0.1461
54	"A"	"Infection"	0.0583
54	"A"	"Neoplasms"	0.2066
54	"A"	"Diseases of the blood and blood-forming organs"	0.0049
54	"A"	"Endocrine"	0.0717
54	"A"	"Mental and behavioural disorders"	0.0267
54	"A"	"Nervous Disorders"	0.0235
54	"A"	"circulatory"	0.2143
54	"A"	"respiratory"	0.0595
54	"A"	"Digestive"	0.1466
54	"A"	"Musculoskeletal Disorders"	0.0077
54	"A"	"Genitourinary"	0.0219
54	"A"	"perinatal period"	0
54	"A"	"Congenital malformations"	0.002
54	"A"	"morbidity"	0.1458
54	"S"	"Infection"	0.0348
54	"S"	"Neoplasms"	0.4221
54	"S"	"Diseases of the blood and blood-forming organs"	0.0031
54	"S"	"Endocrine"	0.0413
54	"S"	"Mental and behavioural disorders"	0.0082
54	"S"	"Nervous Disorders"	0.0171
54	"S"	"circulatory"	0.2703
54	"S"	"respiratory"	0.0307
54	"S"	"Digestive"	0.0424
54	"S"	"Musculoskeletal Disorders"	0.0072
54	"S"	"Genitourinary"	0.0171
54	"S"	"perinatal period"	0
54	"S"	"Congenital malformations"	0.0033
54	"S"	"morbidity"	0.0944
54	"B"	"Infection"	0.0722
54	"B"	"Neoplasms"	0.2783
54	"B"	"Diseases of the blood and blood-forming organs"	0.0098
54	"B"	"Endocrine"	0.0594
54	"B"	"Mental and behavioural disorders"	0.0124
54	"B"	"Nervous Disorders"	0.0206
54	"B"	"circulatory"	0.3191
54	"B"	"respiratory"	0.049
54	"B"	"Digestive"	0.0505
54	"B"	"Musculoskeletal Disorders"	0.0072
54	"B"	"Genitourinary"	0.0271
54	"B"	"perinatal period"	0
54	"B"	"Congenital malformations"	0.0017
54	"B"	"morbidity"	0.0774
54	"W"	"Infection"	0.0394
54	"W"	"Neoplasms"	0.3191
54	"W"	"Diseases of the blood and blood-forming organs"	0.0034
54	"W"	"Endocrine"	0.0463
54	"W"	"Mental and behavioural disorders"	0.0169
54	"W"	"Nervous Disorders"	0.0246
54	"W"	"circulatory"	0.2508
54	"W"	"respiratory"	0.0567
54	"W"	"Digestive"	0.0766
54	"W"	"Musculoskeletal Disorders"	0.0052
54	"W"	"Genitourinary"	0.0124
54	"W"	"perinatal period"	0
54	"W"	"Congenital malformations"	0.0036
54	"W"	"morbidity"	0.1319
55	"A"	"Infection"	0.0509
55	"A"	"Neoplasms"	0.2192
55	"A"	"Diseases of the blood and blood-forming organs"	0.002
55	"A"	"Endocrine"	0.0901
55	"A"	"Mental and behavioural disorders"	0.0256
55	"A"	"Nervous Disorders"	0.0168
55	"A"	"circulatory"	0.2308
55	"A"	"respiratory"	0.0621
55	"A"	"Digestive"	0.1286
55	"A"	"Musculoskeletal Disorders"	0.0064
55	"A"	"Genitourinary"	0.0208
55	"A"	"perinatal period"	0
55	"A"	"Congenital malformations"	0.002
55	"A"	"morbidity"	0.1302
55	"S"	"Infection"	0.0366
55	"S"	"Neoplasms"	0.4225
55	"S"	"Diseases of the blood and blood-forming organs"	0.0033
55	"S"	"Endocrine"	0.048
55	"S"	"Mental and behavioural disorders"	0.0049
55	"S"	"Nervous Disorders"	0.0167
55	"S"	"circulatory"	0.274
55	"S"	"respiratory"	0.0322
55	"S"	"Digestive"	0.0408
55	"S"	"Musculoskeletal Disorders"	0.0059
55	"S"	"Genitourinary"	0.0165
55	"S"	"perinatal period"	0
55	"S"	"Congenital malformations"	0.0027
55	"S"	"morbidity"	0.0861
55	"B"	"Infection"	0.0684
55	"B"	"Neoplasms"	0.287
55	"B"	"Diseases of the blood and blood-forming organs"	0.0095
55	"B"	"Endocrine"	0.0569
55	"B"	"Mental and behavioural disorders"	0.0129
55	"B"	"Nervous Disorders"	0.0204
55	"B"	"circulatory"	0.3265
55	"B"	"respiratory"	0.0477
55	"B"	"Digestive"	0.0478
55	"B"	"Musculoskeletal Disorders"	0.0079
55	"B"	"Genitourinary"	0.0275
55	"B"	"perinatal period"	0
55	"B"	"Congenital malformations"	0.002
55	"B"	"morbidity"	0.0716
55	"W"	"Infection"	0.0387
55	"W"	"Neoplasms"	0.3274
55	"W"	"Diseases of the blood and blood-forming organs"	0.0034
55	"W"	"Endocrine"	0.0466
55	"W"	"Mental and behavioural disorders"	0.0158
55	"W"	"Nervous Disorders"	0.0244
55	"W"	"circulatory"	0.2528
55	"W"	"respiratory"	0.0604
55	"W"	"Digestive"	0.0752
55	"W"	"Musculoskeletal Disorders"	0.0051
55	"W"	"Genitourinary"	0.0136
55	"W"	"perinatal period"	0
55	"W"	"Congenital malformations"	0.0038
55	"W"	"morbidity"	0.1208
56	"A"	"Infection"	0.0513
56	"A"	"Neoplasms"	0.2352
56	"A"	"Diseases of the blood and blood-forming organs"	0.0035
56	"A"	"Endocrine"	0.074
56	"A"	"Mental and behavioural disorders"	0.0243
56	"A"	"Nervous Disorders"	0.0149
56	"A"	"circulatory"	0.2301
56	"A"	"respiratory"	0.0638
56	"A"	"Digestive"	0.1464
56	"A"	"Musculoskeletal Disorders"	0.0114
56	"A"	"Genitourinary"	0.0227
56	"A"	"perinatal period"	0
56	"A"	"Congenital malformations"	0.002
56	"A"	"morbidity"	0.1104
56	"S"	"Infection"	0.0353
56	"S"	"Neoplasms"	0.4356
56	"S"	"Diseases of the blood and blood-forming organs"	0.0031
56	"S"	"Endocrine"	0.0482
56	"S"	"Mental and behavioural disorders"	0.0064
56	"S"	"Nervous Disorders"	0.0144
56	"S"	"circulatory"	0.2691
56	"S"	"respiratory"	0.0348
56	"S"	"Digestive"	0.0376
56	"S"	"Musculoskeletal Disorders"	0.0055
56	"S"	"Genitourinary"	0.0189
56	"S"	"perinatal period"	0
56	"S"	"Congenital malformations"	0.0029
56	"S"	"morbidity"	0.079
56	"B"	"Infection"	0.0657
56	"B"	"Neoplasms"	0.2907
56	"B"	"Diseases of the blood and blood-forming organs"	0.0081
56	"B"	"Endocrine"	0.0601
56	"B"	"Mental and behavioural disorders"	0.0128
56	"B"	"Nervous Disorders"	0.0206
56	"B"	"circulatory"	0.3237
56	"B"	"respiratory"	0.051
56	"B"	"Digestive"	0.049
56	"B"	"Musculoskeletal Disorders"	0.0071
56	"B"	"Genitourinary"	0.0291
56	"B"	"perinatal period"	0
56	"B"	"Congenital malformations"	0.0018
56	"B"	"morbidity"	0.0676
56	"W"	"Infection"	0.0376
56	"W"	"Neoplasms"	0.3366
56	"W"	"Diseases of the blood and blood-forming organs"	0.0033
56	"W"	"Endocrine"	0.0483
56	"W"	"Mental and behavioural disorders"	0.0152
56	"W"	"Nervous Disorders"	0.0255
56	"W"	"circulatory"	0.2535
56	"W"	"respiratory"	0.0638
56	"W"	"Digestive"	0.072
56	"W"	"Musculoskeletal Disorders"	0.0055
56	"W"	"Genitourinary"	0.0142
56	"W"	"perinatal period"	0
56	"W"	"Congenital malformations"	0.0037
56	"W"	"morbidity"	0.1096
57	"A"	"Infection"	0.0508
57	"A"	"Neoplasms"	0.2376
57	"A"	"Diseases of the blood and blood-forming organs"	0.0056
57	"A"	"Endocrine"	0.0926
57	"A"	"Mental and behavioural disorders"	0.0243
57	"A"	"Nervous Disorders"	0.0149
57	"A"	"circulatory"	0.2342
57	"A"	"respiratory"	0.0661
57	"A"	"Digestive"	0.1214
57	"A"	"Musculoskeletal Disorders"	0.0078
57	"A"	"Genitourinary"	0.022
57	"A"	"perinatal period"	0
57	"A"	"Congenital malformations"	0.0007
57	"A"	"morbidity"	0.108
57	"S"	"Infection"	0.0328
57	"S"	"Neoplasms"	0.4418
57	"S"	"Diseases of the blood and blood-forming organs"	0.0025
57	"S"	"Endocrine"	0.0511
57	"S"	"Mental and behavioural disorders"	0.0075
57	"S"	"Nervous Disorders"	0.0146
57	"S"	"circulatory"	0.2719
57	"S"	"respiratory"	0.0389
57	"S"	"Digestive"	0.0356
57	"S"	"Musculoskeletal Disorders"	0.0049
57	"S"	"Genitourinary"	0.0159
57	"S"	"perinatal period"	0
57	"S"	"Congenital malformations"	0.0024
57	"S"	"morbidity"	0.072
57	"B"	"Infection"	0.0625
57	"B"	"Neoplasms"	0.3015
57	"B"	"Diseases of the blood and blood-forming organs"	0.0086
57	"B"	"Endocrine"	0.0612
57	"B"	"Mental and behavioural disorders"	0.0122
57	"B"	"Nervous Disorders"	0.0197
57	"B"	"circulatory"	0.3252
57	"B"	"respiratory"	0.0501
57	"B"	"Digestive"	0.0473
57	"B"	"Musculoskeletal Disorders"	0.0072
57	"B"	"Genitourinary"	0.03
57	"B"	"perinatal period"	0
57	"B"	"Congenital malformations"	0.0014
57	"B"	"morbidity"	0.0614
57	"W"	"Infection"	0.0362
57	"W"	"Neoplasms"	0.345
57	"W"	"Diseases of the blood and blood-forming organs"	0.0034
57	"W"	"Endocrine"	0.0485
57	"W"	"Mental and behavioural disorders"	0.0147
57	"W"	"Nervous Disorders"	0.026
57	"W"	"circulatory"	0.2577
57	"W"	"respiratory"	0.0672
57	"W"	"Digestive"	0.069
57	"W"	"Musculoskeletal Disorders"	0.0054
57	"W"	"Genitourinary"	0.0145
57	"W"	"perinatal period"	0
57	"W"	"Congenital malformations"	0.0036
57	"W"	"morbidity"	0.0975
58	"A"	"Infection"	0.0405
58	"A"	"Neoplasms"	0.2509
58	"A"	"Diseases of the blood and blood-forming organs"	0.0015
58	"A"	"Endocrine"	0.0855
58	"A"	"Mental and behavioural disorders"	0.0202
58	"A"	"Nervous Disorders"	0.0153
58	"A"	"circulatory"	0.2341
58	"A"	"respiratory"	0.0832
58	"A"	"Digestive"	0.1203
58	"A"	"Musculoskeletal Disorders"	0.013
58	"A"	"Genitourinary"	0.0229
58	"A"	"perinatal period"	0
58	"A"	"Congenital malformations"	0.0019
58	"A"	"morbidity"	0.0951
58	"S"	"Infection"	0.0324
58	"S"	"Neoplasms"	0.4299
58	"S"	"Diseases of the blood and blood-forming organs"	0.0034
58	"S"	"Endocrine"	0.0547
58	"S"	"Mental and behavioural disorders"	0.0042
58	"S"	"Nervous Disorders"	0.0171
58	"S"	"circulatory"	0.2771
58	"S"	"respiratory"	0.0349
58	"S"	"Digestive"	0.0417
58	"S"	"Musculoskeletal Disorders"	0.0058
58	"S"	"Genitourinary"	0.0183
58	"S"	"perinatal period"	0
58	"S"	"Congenital malformations"	0.0017
58	"S"	"morbidity"	0.0728
58	"B"	"Infection"	0.0598
58	"B"	"Neoplasms"	0.308
58	"B"	"Diseases of the blood and blood-forming organs"	0.0084
58	"B"	"Endocrine"	0.0606
58	"B"	"Mental and behavioural disorders"	0.0116
58	"B"	"Nervous Disorders"	0.0201
58	"B"	"circulatory"	0.3274
58	"B"	"respiratory"	0.0506
58	"B"	"Digestive"	0.0465
58	"B"	"Musculoskeletal Disorders"	0.0069
58	"B"	"Genitourinary"	0.03
58	"B"	"perinatal period"	0
58	"B"	"Congenital malformations"	0.0016
58	"B"	"morbidity"	0.0569
58	"W"	"Infection"	0.0347
58	"W"	"Neoplasms"	0.3532
58	"W"	"Diseases of the blood and blood-forming organs"	0.0033
58	"W"	"Endocrine"	0.0493
58	"W"	"Mental and behavioural disorders"	0.0142
58	"W"	"Nervous Disorders"	0.0264
58	"W"	"circulatory"	0.2607
58	"W"	"respiratory"	0.0698
58	"W"	"Digestive"	0.0668
58	"W"	"Musculoskeletal Disorders"	0.005
58	"W"	"Genitourinary"	0.0151
58	"W"	"perinatal period"	0
58	"W"	"Congenital malformations"	0.0032
58	"W"	"morbidity"	0.0881
59	"A"	"Infection"	0.0465
59	"A"	"Neoplasms"	0.2518
59	"A"	"Diseases of the blood and blood-forming organs"	0.0029
59	"A"	"Endocrine"	0.0919
59	"A"	"Mental and behavioural disorders"	0.0258
59	"A"	"Nervous Disorders"	0.0153
59	"A"	"circulatory"	0.2366
59	"A"	"respiratory"	0.073
59	"A"	"Digestive"	0.1163
59	"A"	"Musculoskeletal Disorders"	0.0124
59	"A"	"Genitourinary"	0.0265
59	"A"	"perinatal period"	0
59	"A"	"Congenital malformations"	0.0011
59	"A"	"morbidity"	0.0912
59	"S"	"Infection"	0.0299
59	"S"	"Neoplasms"	0.4297
59	"S"	"Diseases of the blood and blood-forming organs"	0.0043
59	"S"	"Endocrine"	0.051
59	"S"	"Mental and behavioural disorders"	0.0058
59	"S"	"Nervous Disorders"	0.0188
59	"S"	"circulatory"	0.2862
59	"S"	"respiratory"	0.0395
59	"S"	"Digestive"	0.0377
59	"S"	"Musculoskeletal Disorders"	0.0061
59	"S"	"Genitourinary"	0.0168
59	"S"	"perinatal period"	0
59	"S"	"Congenital malformations"	0.0021
59	"S"	"morbidity"	0.064
59	"B"	"Infection"	0.0591
59	"B"	"Neoplasms"	0.314
59	"B"	"Diseases of the blood and blood-forming organs"	0.0083
59	"B"	"Endocrine"	0.0653
59	"B"	"Mental and behavioural disorders"	0.0113
59	"B"	"Nervous Disorders"	0.0199
59	"B"	"circulatory"	0.3233
59	"B"	"respiratory"	0.0526
59	"B"	"Digestive"	0.0437
59	"B"	"Musculoskeletal Disorders"	0.0066
59	"B"	"Genitourinary"	0.0326
59	"B"	"perinatal period"	0
59	"B"	"Congenital malformations"	0.0016
59	"B"	"morbidity"	0.0496
59	"W"	"Infection"	0.0333
59	"W"	"Neoplasms"	0.3606
59	"W"	"Diseases of the blood and blood-forming organs"	0.0033
59	"W"	"Endocrine"	0.0501
59	"W"	"Mental and behavioural disorders"	0.0132
59	"W"	"Nervous Disorders"	0.0261
59	"W"	"circulatory"	0.2618
59	"W"	"respiratory"	0.0745
59	"W"	"Digestive"	0.0634
59	"W"	"Musculoskeletal Disorders"	0.0053
59	"W"	"Genitourinary"	0.0151
59	"W"	"perinatal period"	0
59	"W"	"Congenital malformations"	0.0031
59	"W"	"morbidity"	0.08
60	"A"	"Infection"	0.0429
60	"A"	"Neoplasms"	0.2658
60	"A"	"Diseases of the blood and blood-forming organs"	0.0023
60	"A"	"Endocrine"	0.0858
60	"A"	"Mental and behavioural disorders"	0.0167
60	"A"	"Nervous Disorders"	0.0167
60	"A"	"circulatory"	0.2559
60	"A"	"respiratory"	0.0862
60	"A"	"Digestive"	0.1033
60	"A"	"Musculoskeletal Disorders"	0.0076
60	"A"	"Genitourinary"	0.0273
60	"A"	"perinatal period"	0
60	"A"	"Congenital malformations"	0.0023
60	"A"	"morbidity"	0.0756
60	"S"	"Infection"	0.0339
60	"S"	"Neoplasms"	0.4289
60	"S"	"Diseases of the blood and blood-forming organs"	0.0042
60	"S"	"Endocrine"	0.051
60	"S"	"Mental and behavioural disorders"	0.0061
60	"S"	"Nervous Disorders"	0.0183
60	"S"	"circulatory"	0.2936
60	"S"	"respiratory"	0.0385
60	"S"	"Digestive"	0.034
60	"S"	"Musculoskeletal Disorders"	0.0063
60	"S"	"Genitourinary"	0.0158
60	"S"	"perinatal period"	0
60	"S"	"Congenital malformations"	0.0013
60	"S"	"morbidity"	0.063
60	"B"	"Infection"	0.0549
60	"B"	"Neoplasms"	0.3156
60	"B"	"Diseases of the blood and blood-forming organs"	0.0072
60	"B"	"Endocrine"	0.0643
60	"B"	"Mental and behavioural disorders"	0.011
60	"B"	"Nervous Disorders"	0.0193
60	"B"	"circulatory"	0.3326
60	"B"	"respiratory"	0.0564
60	"B"	"Digestive"	0.0425
60	"B"	"Musculoskeletal Disorders"	0.0062
60	"B"	"Genitourinary"	0.0326
60	"B"	"perinatal period"	0
60	"B"	"Congenital malformations"	0.0012
60	"B"	"morbidity"	0.0448
60	"W"	"Infection"	0.0316
60	"W"	"Neoplasms"	0.3661
60	"W"	"Diseases of the blood and blood-forming organs"	0.0034
60	"W"	"Endocrine"	0.0504
60	"W"	"Mental and behavioural disorders"	0.013
60	"W"	"Nervous Disorders"	0.0275
60	"W"	"circulatory"	0.2644
60	"W"	"respiratory"	0.0776
60	"W"	"Digestive"	0.0595
60	"W"	"Musculoskeletal Disorders"	0.0054
60	"W"	"Genitourinary"	0.0154
60	"W"	"perinatal period"	0
60	"W"	"Congenital malformations"	0.003
60	"W"	"morbidity"	0.0726
61	"A"	"Infection"	0.0379
61	"A"	"Neoplasms"	0.257
61	"A"	"Diseases of the blood and blood-forming organs"	0.0042
61	"A"	"Endocrine"	0.0879
61	"A"	"Mental and behavioural disorders"	0.0205
61	"A"	"Nervous Disorders"	0.0182
61	"A"	"circulatory"	0.2703
61	"A"	"respiratory"	0.0857
61	"A"	"Digestive"	0.1031
61	"A"	"Musculoskeletal Disorders"	0.0068
61	"A"	"Genitourinary"	0.0265
61	"A"	"perinatal period"	0
61	"A"	"Congenital malformations"	0.0019
61	"A"	"morbidity"	0.0705
61	"S"	"Infection"	0.0324
61	"S"	"Neoplasms"	0.4215
61	"S"	"Diseases of the blood and blood-forming organs"	0.0039
61	"S"	"Endocrine"	0.0569
61	"S"	"Mental and behavioural disorders"	0.0055
61	"S"	"Nervous Disorders"	0.021
61	"S"	"circulatory"	0.2906
61	"S"	"respiratory"	0.0437
61	"S"	"Digestive"	0.0353
61	"S"	"Musculoskeletal Disorders"	0.0045
61	"S"	"Genitourinary"	0.021
61	"S"	"perinatal period"	0
61	"S"	"Congenital malformations"	0.0014
61	"S"	"morbidity"	0.0563
61	"B"	"Infection"	0.0497
61	"B"	"Neoplasms"	0.322
61	"B"	"Diseases of the blood and blood-forming organs"	0.0079
61	"B"	"Endocrine"	0.0636
61	"B"	"Mental and behavioural disorders"	0.0112
61	"B"	"Nervous Disorders"	0.0211
61	"B"	"circulatory"	0.332
61	"B"	"respiratory"	0.0559
61	"B"	"Digestive"	0.0424
61	"B"	"Musculoskeletal Disorders"	0.0066
61	"B"	"Genitourinary"	0.0341
61	"B"	"perinatal period"	0
61	"B"	"Congenital malformations"	0.0011
61	"B"	"morbidity"	0.0415
61	"W"	"Infection"	0.0301
61	"W"	"Neoplasms"	0.372
61	"W"	"Diseases of the blood and blood-forming organs"	0.0033
61	"W"	"Endocrine"	0.0511
61	"W"	"Mental and behavioural disorders"	0.0129
61	"W"	"Nervous Disorders"	0.0271
61	"W"	"circulatory"	0.2668
61	"W"	"respiratory"	0.0812
61	"W"	"Digestive"	0.0562
61	"W"	"Musculoskeletal Disorders"	0.0055
61	"W"	"Genitourinary"	0.0163
61	"W"	"perinatal period"	0
61	"W"	"Congenital malformations"	0.0027
61	"W"	"morbidity"	0.0654
62	"A"	"Infection"	0.036
62	"A"	"Neoplasms"	0.2851
62	"A"	"Diseases of the blood and blood-forming organs"	0.0021
62	"A"	"Endocrine"	0.0932
62	"A"	"Mental and behavioural disorders"	0.0138
62	"A"	"Nervous Disorders"	0.018
62	"A"	"circulatory"	0.2668
62	"A"	"respiratory"	0.0808
62	"A"	"Digestive"	0.0924
62	"A"	"Musculoskeletal Disorders"	0.0092
62	"A"	"Genitourinary"	0.0268
62	"A"	"perinatal period"	0
62	"A"	"Congenital malformations"	0.0011
62	"A"	"morbidity"	0.0685
62	"S"	"Infection"	0.031
62	"S"	"Neoplasms"	0.4275
62	"S"	"Diseases of the blood and blood-forming organs"	0.0039
62	"S"	"Endocrine"	0.0527
62	"S"	"Mental and behavioural disorders"	0.005
62	"S"	"Nervous Disorders"	0.0189
62	"S"	"circulatory"	0.2886
62	"S"	"respiratory"	0.048
62	"S"	"Digestive"	0.0365
62	"S"	"Musculoskeletal Disorders"	0.0054
62	"S"	"Genitourinary"	0.0205
62	"S"	"perinatal period"	0
62	"S"	"Congenital malformations"	0.0014
62	"S"	"morbidity"	0.0527
62	"B"	"Infection"	0.0488
62	"B"	"Neoplasms"	0.3227
62	"B"	"Diseases of the blood and blood-forming organs"	0.0068
62	"B"	"Endocrine"	0.0645
62	"B"	"Mental and behavioural disorders"	0.0117
62	"B"	"Nervous Disorders"	0.0201
62	"B"	"circulatory"	0.3389
62	"B"	"respiratory"	0.0574
62	"B"	"Digestive"	0.0391
62	"B"	"Musculoskeletal Disorders"	0.0063
62	"B"	"Genitourinary"	0.0349
62	"B"	"perinatal period"	0
62	"B"	"Congenital malformations"	0.0014
62	"B"	"morbidity"	0.0371
62	"W"	"Infection"	0.0287
62	"W"	"Neoplasms"	0.3734
62	"W"	"Diseases of the blood and blood-forming organs"	0.0032
62	"W"	"Endocrine"	0.0508
62	"W"	"Mental and behavioural disorders"	0.0125
62	"W"	"Nervous Disorders"	0.0271
62	"W"	"circulatory"	0.271
62	"W"	"respiratory"	0.0868
62	"W"	"Digestive"	0.0542
62	"W"	"Musculoskeletal Disorders"	0.0055
62	"W"	"Genitourinary"	0.0176
62	"W"	"perinatal period"	0
62	"W"	"Congenital malformations"	0.0022
62	"W"	"morbidity"	0.0572
63	"A"	"Infection"	0.036
63	"A"	"Neoplasms"	0.2673
63	"A"	"Diseases of the blood and blood-forming organs"	0.0048
63	"A"	"Endocrine"	0.0947
63	"A"	"Mental and behavioural disorders"	0.0171
63	"A"	"Nervous Disorders"	0.0145
63	"A"	"circulatory"	0.2643
